1.年龄≥60岁	Age
8.滥用药物者、酗酒者；	Addictive Behavior
8. 药物或酒精依赖者。	Addictive Behavior
10）艾滋病病毒感染者；	Disease
年龄≥18且≤45岁	Age
5. 每位志愿者均采集外周静脉血于含EDTA抗凝剂的采血管中或者收集术后切除的组织；	Therapy or Surgery
手术方式为保肾治疗的（PNCL 输尿管镜 输尿管局段切除或输尿管末端切除+膀胱再植术）；	Therapy or Surgery
（8）病人志愿参加本研究，知情同意，并签署知情同意书者	Consent
9.酗酒者以及药物滥用及成瘾者；	Addictive Behavior
8.入组前3个月内使用过免疫抑制药物；	Pharmaceutical Substance or Drug
11)抗雄激素、口服或注射雄激素的；	Pharmaceutical Substance or Drug
3）通过多普勒彩超及超声造影确诊	Diagnostic
（2）MMSE简易神经状态量表评分≥24分；	Risk Assessment
2.年龄≥18及≤70周岁。	Age
4.由其他原因导致的不适宜原位开窗重建弓上分支动脉的患者，如主动脉解剖结构特殊或没有合适血管入路行原位逆行开窗术；	Therapy or Surgery
2经吲哚青绿血管造影（ICGA）检查诊断为息肉状脉络膜血管病变（PCV）、视网膜血管瘤样增生（RAP）、单纯的浆液性色素上皮脱离（PED）的患者；	Disease
2.就诊前 2 周之内用过糖皮质激素、抗组胺药、免疫调节剂	Pharmaceutical Substance or Drug
6)有过敏性皮疹或其他皮肤病史者；	Disease
14.过敏期患者，或对类似药物或其组分存在过敏者	Allergy Intolerance
2. 年龄不足9月或超过18月；	Age
1、年龄：16-30岁；	Age
4.预计单肺通气时间 ≥45分钟；	Laboratory Examinations
2.年龄在18到70岁之间者；	Age
(6) 除外先天性、外伤性、中耳病变、梅尼埃病、听神经瘤等病变。	Disease
1、符合原发性痛风诊断标准并处于间歇期者；	Diagnostic
④BMI&lt;28	Risk Assessment
1. 符合西医脑血管疾病诊断标准；	Diagnostic
(4)受试者有执行血液或腹膜透析	Therapy or Surgery
4.知情同意，自愿受试并签署知情同意书。	Consent
1)年龄18周岁以上；	Age
5．经磁共振解剖扫描发现脑部有异常者。	Diagnostic
3. 志愿者能遵守临床试验方案的要求，完成所有随访研究；	Compliance with Protocol
10.筛选期血清肌酐水平&gt;1.5倍的正常值上限	Laboratory Examinations
4.其他喉罩禁忌的手术如咽喉部手术、胸科手术；	Therapy or Surgery
1.合并有其他可能导致膝关节疼痛的患者，例如痛风、风湿或类风湿性关节炎等	Disease
14)收缩压＜90 mmHg；	Laboratory Examinations
?影像学证实病灶范围较大≥70cm3或存在脑水肿表现	Diagnostic
（6) 未按照NCCN指南推荐方案化疗者；	Therapy or Surgery
8．预期寿命不足1年的患者（如多器官功能衰竭、恶性肿瘤）；	Life Expectancy
②有颅内压监测；	Laboratory Examinations
9、病变近端没有正常动脉段供多普勒超声测量血流速度比值。	Laboratory Examinations
1. 年龄60-78岁	Age
（5）不能独立理解知情同意书；	Consent
7）患者本人签署知情同意书。	Consent
Hunt-Hess分级为IV-V级	Risk Assessment
（5）因各种原因不能按时复查者	Compliance with Protocol
2.第一次行择期结直肠癌根治性手术	Therapy or Surgery
3.存在血液系统疾病；	Disease
1.受试者对一种及以上的药物或对两种及以上的食物过敏；	Allergy Intolerance
⑨ 对阿司匹林、肝素、噻氯吡啶、氯吡格雷、镍钛合金或造影剂过敏；	Pharmaceutical Substance or Drug
13.对麻醉剂或MRI造影过敏的；	Allergy Intolerance
（4）取得患儿或/和监护人同意，并在知情同意书上签名。	Consent
5 不能或者不愿意参加,不同意签署知情同意书者	Consent
5. 签署知情同意书	Consent
3.严重营养不良、佝偻病患者及合并心、脑、肝、肾及造血等系统严重原发性疾病者；	Disease
1.组织病理学证实原发性胃癌；	Diagnostic
4.预计生存期≥12周	Life Expectancy
6. 自愿参加并签署知情同意书。	Consent
1 健康男女成人，年龄18-26岁，未生育	Age
1、多脏器联合移植者。	Therapy or Surgery
4.本试验开始前三个月内未参加其他临床试验者；	Enrollment in other studies
(12)血肌酐大于1.5倍正常值上限；	Laboratory Examinations
1. 其它原因导致的白细胞减少症；	Disease
2)既往有精神病史或者家族精神病史	Disease
5）纳入研究时生命体征不平稳的房颤发病患者；	Disease
（3）特异性腰痛,如骨折、椎管狭窄、肿瘤、感染、脊柱生理结构畸形等；	Disease
7. 目前或既往接受了过敏原免疫治疗	Therapy or Surgery
（9）就诊时存在神经功能障碍（如失语，四肢运动障碍）；	Disease
对穴位贴敷贴片过敏者；	Allergy Intolerance
①明确细胞学或病理学诊断的大肠癌患者。	Diagnostic
12.随访期间(未经主管医生同意或指导)服用抗生素的患者；	Pharmaceutical Substance or Drug
6)患者在过去三个月内用药稳定，药物包括消炎药或镇痛药；或患者对现有止痛药物无反应，需要介入治疗。	Pharmaceutical Substance or Drug
4. eGFR≥30ml/min，Scr&lt;500umol/l;	Laboratory Examinations
(3)入组前30天内（1个月）接受其他临床试验，可能影响本研究效应指标观测者；	Enrollment in other studies
（7）年龄在40和80岁之间（包括80岁）。	Age
⑥正在参加其它药物临床试验者或1个月内参加过其它临床试验者。	Enrollment in other studies
6. 美国麻醉医师协会（ASA）分级：I~II级；	Risk Assessment
5. 严重血小板功能障碍（尿毒症、药物、造血异常）；	Disease
（7）视觉、听觉受损矫正后仍无法完成测试者；	Therapy or Surgery
②解剖学形态适合腔内修复术；	Therapy or Surgery
（8）心电图正常，血糖水平正常。	Laboratory Examinations
?病人因新辅助化疗或围术期的放疗影响疗效的观察。	Therapy or Surgery
②愿意签署知情同意书者。	Consent
3.患有免疫缺陷疾病或自身免疫性疾病的受试者；	Disease
9、接受试验疫苗前1年有患荨麻疹	Disease
（2）年龄＞18~65岁；	Age
4. 卡氏（Karnofsky）功能状态评分≥70；	Risk Assessment
11）具有明显临床意义的贫血患者（Hb&lt;90g/L）；	Disease
14.具有对研究方案或用药的依从性较差的个人	Compliance with Protocol
2）纽约心脏病协会心功能分级为II、III、IV级的心力衰竭。	Organ or Tissue Status
① 自愿签署本研究知情同意书	Consent
8. 主要脏器外科手术后未满6周；	Therapy or Surgery
4.未签署知情同意书者	Consent
3.能回答或看懂研究所用量表者；签署知情同意书，能配合随访者。	Consent
术后需行气管切开者；	Therapy or Surgery
3)临床诊断为糖尿病视网膜病变；	Diagnostic
2.年龄在35～75岁；	Age
（1）超声报告提示结节性质为囊实性结节；	Diagnostic
①年龄≥65岁；	Age
⑦ ECOG评分0-1分；	Risk Assessment
④ 有精神病家族史或本人曾有精神病疾患者;	Disease
（4）过去六个月内接受过心理治疗	Therapy or Surgery
（2）腰椎节段有手术史者；	Therapy or Surgery
2)签署知情同意书，	Consent
8. 患有严重的自身免疫疾病或者免疫缺陷疾病；	Disease
过敏体质、曾有对血制品过敏史。	Allergy Intolerance
4.血压经降压治疗稳定在160/100mmHg以下，血糖基本控制，糖化血红蛋白控制在6.5％以下者；	Laboratory Examinations
4.签署同意书。	Consent
（2）符合汉密尔顿抑郁评量表（HAMD17）标准，诊断为抑郁症状的患者；	Risk Assessment
5.    自愿（或合法代理人同意）参加本研究并签署知情同意书	Consent
（11）生命体征异常者（收缩压&lt;90mmHg或&gt;140mmHg，舒张压&lt;50mmHg或&gt;90mmHg；心率&lt;50bpm或&gt;100bpm）。	Laboratory Examinations
⑧ 酗酒，药物依赖。	Addictive Behavior
2  治疗前发现远处转移；	Therapy or Surgery
⑶同时使用丙戊酸钠；	Pharmaceutical Substance or Drug
(6)乙型肝炎病毒表面抗原、丙型肝炎病毒抗体、梅毒螺旋体抗体或人类免疫缺陷病毒抗体检查结果呈阳性；	Laboratory Examinations
（4）过敏体质或对本试验药物已知成分过敏者；	Allergy Intolerance
4）存在对试验药物过敏；	Allergy Intolerance
9）近4周内参加过其它药物的临床试验者；	Enrollment in other studies
3.2.1.10 签署知情同意书。	Consent
3.具有肠内营养支持指征且预计需要5天以上管饲喂养	Therapy or Surgery
（2）年龄为18-70岁；	Age
3.  病理组织学明确的ER阳性和/或PR阳性患者；	Laboratory Examinations
2. 肛门手术患者;	Therapy or Surgery
3、入院时Hunt-Hess临床分级3-4级。	Risk Assessment
严重的躯体疾病；	Disease
(2)经组织学或细胞学确诊的肺癌、乳腺癌、胃肠肿瘤	Disease
②年龄在45至80岁之间；	Age
1.年龄18~75岁；	Age
(1) 符合感染后咳嗽的诊断；	Diagnostic
2)明确诊断或者临床怀疑梗阻性肾病引起的急性肾损伤患者	Diagnostic
2.对临床研究知情且自愿参加者；	Consent
1.符合诊断标准	Diagnostic
1)角膜穿孔（希望有视力者）；	Therapy or Surgery
（6）年龄 30～75 周岁。	Age
(2)年龄在18－60岁者（包括18岁和60岁）。	Age
⑦高促性性激素、低促性腺激素、高泌乳血症所致的排卵障碍。	Disease
5. 之前未接受过手术治疗（穿刺活检除外）、化疗、内分泌治疗或局部放射治疗；	Therapy or Surgery
8.不能依从本研究步骤者。	Compliance with Protocol
8)在近6个月内参加任何临床试验者。	Enrollment in other studies
4.术后病检回报颈部淋巴结未转移。	Diagnostic
2.不配合的患者；	Compliance with Protocol
c) 功能状态评分：Lansky评分&gt;=50分（&lt;=16岁）或Karnofsky评分&gt;=50分（&gt;16岁）	Risk Assessment
4) 近2天应用过造影剂的患者	Pharmaceutical Substance or Drug
（6）汗密尔顿抑郁量表（HAMD-24）评分﹤8分；	Risk Assessment
4)尿蛋白定量或尿蛋白/肌酐比值＞3.5g/d；	Laboratory Examinations
5)预计生存期大于3个月；	Life Expectancy
4)研究期间诊断为产后抑郁症或其他严重精神疾病的患者。	Disease
[6]17项汉密尔顿抑郁量表(17 items Hamilton Depression Rating Scale，HAMD-17)入组时评分≥7分，且HAMD-17条目1(抑郁情绪)评分≥2分；	Risk Assessment
已知对氨溴索或者药片中包含的辅助物质过敏的患者。	Allergy Intolerance
(3)术前膝关节屈曲畸形角度≤30°;	Laboratory Examinations
8.有人类免疫缺陷病毒（HIV）感染病史	Disease
15)本人自愿参加本项研究，并签署知情同意书者。	Consent
（4）有低钾血症和长QT综合征家族史等TdP高危因素者。	Disease
④合并影响研究评价的严重疾病，如严重的肝病、心脏病、肾脏病、恶心肿瘤及酒精中毒疾患；	Disease
8. 预计生存期≥12周；	Life Expectancy
6.年龄在18～65岁之间；	Age
（3）同时应用治疗眼病的其他口服药或外用药；	Pharmaceutical Substance or Drug
3. 患者有明确对镍钛合金材料过敏史；	Allergy Intolerance
4.正在服用激素、免疫抑制剂、抗生素者。	Pharmaceutical Substance or Drug
1.移植患者；	Therapy or Surgery
③皮损程度为3＜PASI＜30， 并且BSA＜30%。	Risk Assessment
- 产程异常、窒息抢救史、先天畸形、发育障碍或严重的慢性疾病（如唐氏综合症、糖尿病、镰刀细胞贫血或神经疾患、格林巴利综合症）；	Disease
2.入院前半个月未服用过抗精神病药物；	Pharmaceutical Substance or Drug
2、合并出凝血功能障碍者；	Organ or Tissue Status
2. 无症状性缺血、稳定性或不稳定性心绞痛、陈旧性心肌梗死患者；	Disease
1. 年龄18～65岁；	Age
(5)禁忌行MRI检查；	Diagnostic
5.知情同意告知并签署知情同意书。	Consent
6)曾有严重药物过敏或超敏者；	Allergy Intolerance
·存在脑器质性疾病、头部外伤史(意识丧失超过5分钟)、精神发育迟滞；	Disease
（7）正在参加其他药物临床试验者。	Enrollment in other studies
④椎管麻醉失败者；	Therapy or Surgery
（5）有胃/腹部手术史者（阑尾切除术除外）。	Therapy or Surgery
2、其他严重疾病者；	Disease
⑤ 有酒精/药物依赖史或服用相关改善认知的药物；	Addictive Behavior
3、自愿参加并在试验前签署受试者知情同意书。	Consent
（1）多器官联合移植者；	Therapy or Surgery
2.有可评价病灶，开始研究前4周内须对所有的病灶部位进行评价。	Disease
（3）上腹部手术史（腹腔镜胆囊切除史除外）；	Therapy or Surgery
5、最近3个月参加过其他临床试验；	Enrollment in other studies
3，自愿接受方案要求的所有随访评估。	Compliance with Protocol
（4）有精神疾病史或精神疾病家族史者；	Disease
15) 治疗开始前3个月内应用过有严重神经系统毒性、胰腺毒性、或细胞潜在毒性药物，或入选时需要用上述药物。	Pharmaceutical Substance or Drug
9．碘过敏史	Allergy Intolerance
③血气胸出血量500-1000ml(影像学估计:胸腔积液体积与胸腔积液径线的回归方程计算)；	Laboratory Examinations
3.心肝肾等重要脏器有原发性疾病，有消化道疾病病史，有代谢性疾病病史，神经系统疾病，内分泌系统疾病或肺部、血液学、免疫学、精神病学疾病病史者；	Disease
6)入组前1年内未接受过核苷类药物抗病毒治疗；	Therapy or Surgery
6.有既往盆腹腔手术史（不包括剖宫产）	Therapy or Surgery
（5）自愿参与并知情同意	Consent
5、无放射治疗史；	Therapy or Surgery
受试者不愿意进行临床试验，向主管医师申请退出者	Consent
7.同意从接受研究药物前14日直至研究结束不得使用处方药、非处方药、草药、中成药或天然药物；	Pharmaceutical Substance or Drug
3)胸部平片或胸部CT提示至少有2个肺叶或以上存在典型片絮状阴影；	Diagnostic
（5）有心电图运动负荷试验的相对或绝对禁忌症：左冠状动脉主干狭窄、中重度狭窄的瓣膜性心脏病、电解质异常、严重高血压、肥厚型心肌病或其它形式的流出道梗阻等。	Disease
②符合哮喘（GINA 2017）诊断标准	Diagnostic
10）目前存在需要治疗的心脏病或控制不佳的高血压患者；	Disease
①住院时间≤48小时；	Therapy or Surgery
4)受试者能遵循试验方案及访视计划；	Diagnostic
4.伴有系统性红斑狼疾等严重自身免疫性疾病者；	Disease
4. 所有病人本次诊疗前未行化疗、放疗及其它特殊治疗；	Therapy or Surgery
8.髋关节周围具有严重的骨质疏松、代谢性骨病、放射性骨病、肿瘤者；	Disease
3.PSA升高：无论DRE和TURS有无异常；PSA4-10ng/ml，f/tPSA或PSAD异常；	Laboratory Examinations
ECOG&lt;=2	Risk Assessment
7.预计有可能使用除了阿司匹林以外的G6PD缺乏症患者禁用或慎用的药物；	Pharmaceutical Substance or Drug
1.接受標靶輸注靜脈麻醉的病人	Pharmaceutical Substance or Drug
10 近一月内使用降糖药、降脂药、糖皮质激素、甲状腺激素等可能干扰物质代谢的药物；	Pharmaceutical Substance or Drug
2. 在我院接受心胸外科手术治疗；	Therapy or Surgery
2.年龄18~80岁；	Age
①年龄18-70岁	Age
4.满足Hb≥110g/L。	Laboratory Examinations
7  已知对可能使用的化疗药物过敏的；	Allergy Intolerance
14，诊断为深静脉血栓&lt;3个月；	Diagnostic
6.WBC≥2.5×109/L ，LY≥0.7×109/L，LY%≥15%	Laboratory Examinations
（6）过敏性体质（对2类以上物质过敏者），或对试验药物组成成分过敏者；	Allergy Intolerance
2. 既往曾行抗VEGF治疗有效，包括玻璃体注射雷珠单抗（IVR）、康柏西普（IVC）及贝伐单抗（IVB），1年内注药次数大于等于8次或者除起始3个月外连续3个月每个月均行抗VEGF治疗；	Therapy or Surgery
1）经研究者检测，患者B细胞白血病样本CD19呈阴性；	Laboratory Examinations
（8）精神病或痴呆患者；酒精依赖者或有药物滥用史者；	Disease
3.口服葡萄糖耐量试验（OGTT）2小时血浆葡萄糖浓度（2h-PG）≥200 mg / dL （11.1 mM/ L）。	Laboratory Examinations
5.不宜手术；	Therapy or Surgery
1.患者既往曾规律服用过治疗重度认知障碍改善认知功能的药物，如美金刚	Pharmaceutical Substance or Drug
5)凝血功能：PT≤正常上限1.5倍；	Laboratory Examinations
9.正在接受试验性药物或仪器试验	Pharmaceutical Substance or Drug
（1）唇腭裂患者	Disease
2.有器质性心脏病（包括冠心病、心肌病、心力衰竭、心肌炎、先天性心脏病、瓣膜性心脏病）或心脏超声发现有结构功能异常；	Disease
①有其他癌症病史；	Disease
9. 肾功能不全（Cr＞1.5倍正常参考值上限）；	Laboratory Examinations
7. 有器官移植史。	Therapy or Surgery
（10）总胆红素≤1.5倍正常参考值上限	Laboratory Examinations
（1）造口患者	Therapy or Surgery
⑦使用白蛋白、血浆等血液制品输注及采用肠外营养的患者。	Therapy or Surgery
1. 年龄≥18岁；	Age
10患者在30天内参加过其他药物或器械的临床试验性研究。	Enrollment in other studies
5、自愿接受该药治疗，并签署知情同意书，知情同意过程符合GCP有关规定	Consent
（6）避免术中有对肝功能明显损害的操作；	Organ or Tissue Status
4.受试者体能状况尚可，卡氏评分（Karnofsky）＞70分；	Risk Assessment
15.受试者不能配合完成认知和其他神经心理测试者。	Compliance with Protocol
2.乙型肝炎病毒检测抗-HBc、HBsAg 和HBeAg均为阳性者；	Laboratory Examinations
?患者预期寿命小于12个月；	Life Expectancy
G、因各种原因，中途停止手术，未能如期完成诊疗。	Therapy or Surgery
1. 拒绝参加本研究或者无法配合雾化吸入的患者；	Consent
③ASA分级I-II级，Mallampati分级I-II级；	Risk Assessment
8)BMI 范围 19.0 - 26.0 kg/m2；	Risk Assessment
（1）符合功能性消化不良罗马IV诊断标准。	Diagnostic
3.有严重的肝功能衰竭患者；	Organ or Tissue Status
4）肠管外置造瘘者；	Therapy or Surgery
6.有凝血功能障碍；	Organ or Tissue Status
2、年龄在1～65岁；	Age
1)签署知情同意书；	Consent
（1）影像学检查（核磁共振）符合Parks分型II-IV型的复杂肛瘘患者；	Diagnostic
1.符合西医卵巢低预后不孕诊断标准；	Diagnostic
?不配合无法沟通者	Compliance with Protocol
- 肠套叠病史或任何慢性胃肠疾病病史，包括容易引起肠套叠的胃肠道先天畸形（如：梅克尔憩室）	Disease
6.伴有ST段抬高的非心源性胸痛	Disease
2.凝血功能异常	Organ or Tissue Status
3）拟于全麻下行择期结肠、直肠肿瘤切除术；	Therapy or Surgery
② ASA I~Ⅱ级	Risk Assessment
3.心脏停搏史或猝死；	Disease
1.住院的2型糖尿病患者 (WHO, 1999)	Disease
2) 明确诊断为支气管哮喘：支气管激发试验或支气管舒张试验阳性；	Disease
3.全身情况能耐受治疗方案及全身麻醉，无手术禁忌症，通过X线胸片、颈部、肝胆胰脾肾腹部B超等排除远处转移。	Therapy or Surgery
4.对试验用药过敏或过敏体质者（对两种及以上食物或药物过敏者）；	Allergy Intolerance
18)对尤瑞克林过敏的患者；	Allergy Intolerance
（1）由精神科执业医师临床诊断为不伴有精神病性症状的抑郁障碍，并符合美国精神疾病诊断和统计手册第IV版（Diagnostic and Statistical Manual of Mental Disorders-IV，DSM-IV）中不伴有精神病性症状的抑郁障碍诊断标准；	Diagnostic
2.伴有其他严重影响预后的疾病（如恶性肿瘤等）；	Disease
5)入组前1年内接受过大手术，或还未从大手术的影响中完全恢复。	Therapy or Surgery
④无法定期来院随访者；	Compliance with Protocol
③过敏体质或对中药过敏者；	Allergy Intolerance
（2）匹兹堡睡眠质量指数低于7分者；	Risk Assessment
15. 有酗酒或药物滥用史。酗酒定义为定期饮酒超过14次/周（1次 = 150 mL葡萄酒或360 mL啤酒或45 mL烈酒）；	Addictive Behavior
2 过去有过根治性前列腺切除术盆腔手术或者前列腺癌根治术后的患者;	Therapy or Surgery
6．Karnofsky评分＜50%(见附件一) ；	Risk Assessment
1、符合腹泻型肠易激综合征西医诊断标准者；	Diagnostic
3. 根据中国高血压防治指南2005年修订版的诊断标准（见附录1），诊断为中低危原发性高血压的患者；	Diagnostic
5.预计生存时间≥3个月；	Life Expectancy
(1)凡符合颈动脉粥样硬化诊断标准的门诊及病房患者；	Diagnostic
（5）有恶性肿瘤病史者；	Disease
2.目前处于急性、慢性活动性感染期间，或既往有活动性结核病史者。	Disease
3、合并应用茶碱类药物及其它影响尿酸药物，如：硫唑嘌呤、巯嘌呤、噻嗪类利尿剂、阿司匹林（＞300 mg/d）或其它水杨酸盐类者。	Pharmaceutical Substance or Drug
①　符合膝骨关节炎诊断标准。	Diagnostic
1）在孕期中接受了任何抗乙肝病毒治疗；	Therapy or Surgery
3.本次发病使用过任何止痛药或抗炎剂包括糖皮质激素和非甾体类药物；	Pharmaceutical Substance or Drug
11.先天性心脏疾病、心律不齐、心力衰竭等严重的心血管疾病；	Disease
1）完全性失语伴重度言语失用症（不能完成词复述）；	Disease
（1）18岁≤年龄≤60岁；	Age
1研究开始前必须获得受试者签署的经独立伦理委员会(IEC)批准的书面知情同意书。	Consent
3) 已知对连花清瘟胶囊成分或产品过敏及过敏体质（包括对其他药物易产生过敏反应）受试者；	Allergy Intolerance
② 活检病理结果为非鳞癌或无病理活检结果；	Disease
CE19.正在接受透析或基线肌酐水平&gt;2.5 mg/dL（221μmoI/L）	Laboratory Examinations
11.有器官移植病史或正等待器官移植的患者	Therapy or Surgery
6. 研究首次给药前毒品检测阳性或试验前1年内有药物滥用史（如吗啡、大麻等）者。	Addictive Behavior
3.同意治疗并参与本研究者。	Consent
⑹至少14天内未用ACEI/ARB类药物；	Pharmaceutical Substance or Drug
a)HB≥90 g/L；	Laboratory Examinations
2.年龄大于18周岁。	Age
（3）依从性良好，愿意并且能够按要求进行随访观察。	Compliance with Protocol
依从性差；	Compliance with Protocol
3）有合并严重先天性疾病、严重心脏疾病病史患儿；	Disease
(3) 经CT/MRI判断，血肿始发于丘脑以外部位，后累及丘脑；	Disease
7)血生化指标：AST、ALT≤ 2.5*正常值上限（ULN）；总胆红素≤1.5*ULN（有胆道支架，总胆红素≤3.0*ULN）；碱性磷酸酶≤2.5*ULN；血清肌酐≤1.5*ULN	Laboratory Examinations
3)受试者自愿签署书面的知情同意书；	Consent
4. 近两周没有参与其他临床试验。	Enrollment in other studies
⑵中医辨证属于气阴（血）两虚证、肾络微积、痰瘀阻络、湿热蕴毒的患者为研究对象；	Diagnostic
5. 受试者愿意每天至少进行4次血糖自我监测（SMBG）并持续6天。	Laboratory Examinations
2、早产患者	Disease
（10）正在参加或3个月内参加其它新药临床试验者。	Enrollment in other studies
（5）年龄≥18岁，≤65岁；	Age
(5) 己知或疑似对任何一种大环内酷类药物、磷酸萘酚喹或本品其他组成成份过敏者;	Allergy Intolerance
（10）嗜酒或吸毒者；	Addictive Behavior
（5）胃切除手术的患者	Therapy or Surgery
5. 愿意配合试验方案，依从性好。	Compliance with Protocol
(10)肌酐清除率 (CLCr)大于等于70 mL/min；	Laboratory Examinations
4. 目前吸烟或曾经为吸烟者，吸烟史＞10包/年	Smoking Status
16)有重度过敏、非过敏性药物反应或对2种及以上的药物（含造影剂）过敏史，或已知可能对与研究药物同类的药物（氯比格雷、替格瑞洛）过敏或禁忌使用阿司匹林者；	Allergy Intolerance
（5）签署知情同意书。	Consent
3、合并支气管哮喘；	Disease
7. 合并葡萄膜炎或其他眼内炎;	Disease
2. 明确诊断的UC患者(诊断标准参考第15版《实用内科学》）；于我院就诊的非UC患者；	Disease
⑤在进入本试验筛选前12周参加过其他药物临床试验者；	Enrollment in other studies
符合《ICD-10精神与行为障碍分类》精神分裂症的诊断标准；	Diagnostic
3. 已知严重肾功能不全、肝功能不全病史；	Organ or Tissue Status
(9)签署知情同意。	Consent
7）有并发症的憩室炎（如炎症、疼痛或出血）；	Disease
1）符合创伤性脊柱脊髓损伤诊断标准；	Diagnostic
5)曾经患过能够影响药物吸收或代谢的胃肠道及肝、肾疾病者；	Disease
4.基线期IBS-SSS评分&gt;75分；	Laboratory Examinations
1.第一次实施IVF/ICSI；	Therapy or Surgery
⑴因麻疹、猩红热、流感、粒细胞缺乏症、传染性单核细胞增多症、白血病、急性颈动脉炎等引起的咽部症状或炎症；	Disease
2.内镜病理确诊的结直肠癌伴肝转移无法行根治性切除患者，且至少保留一个肝转移病灶，原发灶无特殊要求（手术切除或保留均可）；	Diagnostic
11)围手术期使用有稀释或浓缩血液作用的药物（如甘露醇等）或使用有增加血红蛋白水平作用的药物（如促红细胞生成素EPO）。	Pharmaceutical Substance or Drug
1.存在严重心脑血管（高血压肾病除外）、内分泌（糖尿病肾病除外）、肝脏、造血系统等严重疾病；	Disease
(7)肾移植术后；	Therapy or Surgery
⑷能够遵守方案规定的研究程序。	Compliance with Protocol
(2)中医辨证为热毒袭肺证。	Diagnostic
6.不愿接受本研究治疗方案的患者。	Consent
12. 正在参加另外一项临床研究者.	Enrollment in other studies
⑧检查3天前服用过镇静药物及安眠药物者	Pharmaceutical Substance or Drug
12.研究开始（采血）前4周内进行过针对研究疾病的放化疗、使用过靶向抗肿瘤药或针对肿瘤的介入疗法	Therapy or Surgery
4）外周血WBC计数&gt;12 000/mm3 或&lt;4000/mm3	Laboratory Examinations
(14) 近6个月内有药物滥用史或药物滥用筛查阳性者；	Addictive Behavior
（4） 年龄45-60岁	Age
4、年龄18岁～65岁	Age
PegIFNα-2a治疗前从未用过或至少6个月内未接受过抗病毒治疗。	Therapy or Surgery
(5)理解并签署了知情同意书的自愿受试者。	Consent
1) 年龄≥18岁，≤65岁;	Age
10、在过去的12个月内参与其他肺康复计划。	Therapy or Surgery
③X线病情符合上述分级标准，属0—Ⅲ级患者；	Risk Assessment
2.有阿片类药物成瘾史；	Addictive Behavior
（1）所有病例均符合急性胰腺炎亚特兰大分类标准修订（2012）中SAP诊断标准；	Diagnostic
5、术前两天内使用大剂量糖皮质激素；	Pharmaceutical Substance or Drug
5）近三个月内服用治疗不孕症相关中药或中成药的患者；	Pharmaceutical Substance or Drug
⑺血压低于120/80mmHg；	Laboratory Examinations
首次就诊前服用过治疗流感药物者。	Pharmaceutical Substance or Drug
11)3个月内参加过其他临床试验者；	Enrollment in other studies
2、既往有消化道出血史	Disease
④签署知情同意书，自愿参与本试验。	Consent
12.患者/亲属/监护人对本研究缺乏基本的依从性的。	Compliance with Protocol
8)试验前30天内使用过任何抑制或诱导肝脏药物代谢酶的药物（如：诱导剂—巴比妥类、卡马西平、苯妥英、糖皮质激素；抑制剂—SSRI类抗抑郁药、西咪替丁、地尔硫卓大环内酯类、硝基咪唑类、镇静催眠药、维拉帕米、氟喹诺酮类、抗组胺类，奥美拉唑）者；	Pharmaceutical Substance or Drug
12)入组前5年内患有除卵巢癌以外的其他侵袭性癌症（除外治疗过的宫颈原位癌、非黑色素癌和原位导管癌）	Disease
⑧术后24小时死亡	Therapy or Surgery
(4) 正在参加其他临床试验者；	Enrollment in other studies
10.尿常规显示尿蛋白≥++或证实24小时尿蛋白定量＞1.0 g；	Laboratory Examinations
有血液学、肾脏、内分泌、肺部、胃肠道、心血管、肝脏、精神、神经、肿瘤等任何临床严重疾病史或过敏性疾病；	Disease
a.自愿参加并在试验前签署受试者知情同意书，并遵守本研究的要求；	Consent
3.治疗前一年以内有头颈部放疗史	Therapy or Surgery
② 既往有严重的髋、膝关节骨性关节炎、下肢关节疾病或风湿及类风湿性关节炎、缺血性股骨头坏死等其他影响身体平衡和站立功能的患者；	Disease
9、近 3 个月内参加过其他新药试验者；	Enrollment in other studies
3）依从性差者。	Compliance with Protocol
（3）签署知情同意书；	Consent
⑥心脏安装起搏器、支架、搭桥术后；	Therapy or Surgery
6、对研究药物过敏者；	Allergy Intolerance
（1）患者拒绝参与本研究；	Consent
2.符合社区获得性肺炎西医诊断标准；	Diagnostic
C．术前查体、B超或钼靶任意一项提示肿物大小＞5cm；	Diagnostic
（5）同意守约参加本方案要求的所有临床访谈、检查及试验步骤，并签署知情同意书者。	Consent
7．获得知情同意。	Consent
主要脏器功能不全者（包括心、肺、肝、肾等）；	Organ or Tissue Status
4).预期生存时间&gt;7天	Life Expectancy
③年龄在18岁-75岁之间（含18、75岁）；	Age
(9) 入组前6个月内接受过LASIK手术；	Therapy or Surgery
5.既往有膝关节非关节镜手术者	Therapy or Surgery
3.本次治疗不单行LC术；	Therapy or Surgery
2) 采集血清之前48小时内有静脉用药史；	Pharmaceutical Substance or Drug
BIL &lt;1.5倍正常值上限（ULN）；	Laboratory Examinations
4. 4周内使用ECT治疗的患者；	Therapy or Surgery
3、入院时或复苏后GCS≥5分；	Risk Assessment
2.肝、肾功能和骨髓造血功能不符合化疗要求；	Organ or Tissue Status
8. 治疗期间应用其他骨髓抑制药物或升白药物；	Pharmaceutical Substance or Drug
（1）根据国立神经和交流障碍与中风研究所以及阿尔茨海默病和相关疾病协会诊断为AD；	Diagnostic
3.一般情况良好，卡氏评分＞60分（见附表1）	Risk Assessment
